,team,season,power_rating
1799,LSU,2021,5.2
1800,North Carolina,2021,5.2
1801,Liberty,2021,5.1
1802,Texas Tech,2021,5.1
1803,Washington State,2021,4.4
1804,Army,2021,4.0
1805,San Diego State,2021,4.0
1806,UTSA,2021,3.8
1807,UAB,2021,3.8
1808,Virginia,2021,3.6
1809,Marshall,2021,3.3
1810,Nevada,2021,3.2
1811,UCF,2021,2.5
1812,West Virginia,2021,2.3
1813,California,2021,2.2
1814,Toledo,2021,1.2
1815,Illinois,2021,1.2
1816,Maryland,2021,1.2
1817,Tulsa,2021,1.1
1818,South Carolina,2021,0.9
1819,Utah State,2021,0.8
1820,Washington,2021,0.3
1821,Virginia Tech,2021,0.2
1822,East Carolina,2021,-0.3
1823,USC,2021,-0.3
1824,Missouri,2021,-0.7
1825,Syracuse,2021,-1.3
1826,Western Michigan,2021,-1.5
1827,TCU,2021,-1.7
1828,Boston College,2021,-1.9
1829,Memphis,2021,-2.2
1830,Georgia State,2021,-2.5
1831,Miami (OH),2021,-3.3
1832,Wyoming,2021,-3.5
1833,Central Michigan,2021,-4.2
1834,Colorado State,2021,-4.6
1835,Rutgers,2021,-4.9
1836,Tulane,2021,-5.7
1837,Hawai'i,2021,-6.6
1838,Stanford,2021,-6.7
1839,Georgia Tech,2021,-7.1
1840,Middle Tennessee,2021,-7.2
1841,Navy,2021,-7.2
1842,Indiana,2021,-7.3
1843,Colorado,2021,-7.3
1844,San José State,2021,-7.9
1845,Florida Atlantic,2021,-7.9
1846,UTEP,2021,-8.7
1847,Northern Illinois,2021,-9.2
1848,Eastern Michigan,2021,-9.3
1849,North Texas,2021,-9.5
1850,South Alabama,2021,-10.2
1851,Old Dominion,2021,-10.5
1852,Ball State,2021,-10.5
1853,Northwestern,2021,-10.8
1854,Troy,2021,-10.8
1855,Kent State,2021,-11.4
1856,Arizona,2021,-11.5
1857,Louisiana Tech,2021,-11.6
1858,South Florida,2021,-12.0
1859,Buffalo,2021,-13.3
1860,UNLV,2021,-13.8
1861,Georgia Southern,2021,-15.0
1862,Ohio,2021,-15.6
1863,Duke,2021,-16.9
1864,Charlotte,2021,-17.3
1865,Texas State,2021,-17.3
1866,Vanderbilt,2021,-17.4
1867,Bowling Green,2021,-17.5
1868,Southern Miss,2021,-18.3
1869,Arkansas State,2021,-18.4
1870,UL Monroe,2021,-18.5
1871,Kansas,2021,-18.9
1872,New Mexico,2021,-19.7
1873,Rice,2021,-19.9
1874,Temple,2021,-23.1
1875,New Mexico State,2021,-24.5
1876,Florida International,2021,-26.2
1877,UConn,2021,-27.6
1878,Akron,2021,-28.0
1879,Massachusetts,2021,-31.2
1880,Georgia,2022,37.3
1881,Ohio State,2022,32.1
1882,Alabama,2022,31.6
1883,Michigan,2022,29.3
1884,Tennessee,2022,27.0
1885,Texas,2022,22.4
1886,Penn State,2022,22.0
1887,TCU,2022,20.9
1888,Kansas State,2022,19.8
1889,Utah,2022,19.4
1890,LSU,2022,19.0
1891,Oregon,2022,17.6
1892,Florida State,2022,17.3
1893,Clemson,2022,16.8
1894,USC,2022,16.8
1895,Mississippi State,2022,15.9
1896,Washington,2022,14.9
1897,Ole Miss,2022,14.4
1898,Minnesota,2022,14.1
1899,Oregon State,2022,14.0
1900,Illinois,2022,13.8
1901,Oklahoma,2022,12.9
1902,Notre Dame,2022,11.8
1903,UCLA,2022,11.5
1904,Tulane,2022,11.3
1905,Arkansas,2022,11.3
1906,Iowa,2022,11.0
1907,Louisville,2022,10.6
1908,Florida,2022,9.9
1909,Maryland,2022,9.8
1910,Baylor,2022,9.4
1911,South Carolina,2022,9.3
1912,Kentucky,2022,9.3
1913,Texas Tech,2022,9.2
1914,Wake Forest,2022,9.2
1915,Wisconsin,2022,9.1
1916,Cincinnati,2022,8.2
1917,UCF,2022,8.0
1918,Pittsburgh,2022,8.0
1919,Oklahoma State,2022,7.8
1920,Texas A&M,2022,7.7
1921,Missouri,2022,7.4
1922,Washington State,2022,7.3
1923,NC State,2022,6.6
1924,Auburn,2022,6.4
1925,Iowa State,2022,6.3
1926,Purdue,2022,5.9
1927,North Carolina,2022,5.6
1928,Duke,2022,5.1
1929,Kansas,2022,4.4
1930,Fresno State,2022,4.4
1931,Boise State,2022,4.3
1932,SMU,2022,4.2
1933,James Madison,2022,4.2
1934,UTSA,2022,4.2
1935,Syracuse,2022,4.1
1936,Memphis,2022,4.1
1937,Air Force,2022,4.0
1938,Houston,2022,3.7
1939,Troy,2022,3.5
1940,South Alabama,2022,2.8
1941,West Virginia,2022,2.4
1942,Western Kentucky,2022,2.1
1943,Michigan State,2022,1.8
1944,East Carolina,2022,1.8
1945,BYU,2022,1.0
1946,App State,2022,0.0
1947,Marshall,2022,-0.5
1948,Nebraska,2022,-2.2
1949,UAB,2022,-2.7
1950,California,2022,-2.9
1951,Arizona,2022,-3.0
1952,Louisiana,2022,-3.6
1953,Miami,2022,-3.8
1954,Liberty,2022,-3.9
1955,Vanderbilt,2022,-4.1
1956,Navy,2022,-4.2
1957,Toledo,2022,-4.4
1958,Army,2022,-4.6
1959,Indiana,2022,-4.7
1960,San José State,2022,-5.0
1961,Arizona State,2022,-5.2
1962,Coastal Carolina,2022,-5.2
1963,Ohio,2022,-5.5
1964,North Texas,2022,-5.5
1965,Georgia State,2022,-6.1
1966,San Diego State,2022,-6.2
1967,Tulsa,2022,-6.3
1968,Stanford,2022,-6.7
1969,Virginia,2022,-7.2
1970,Florida Atlantic,2022,-7.9
1971,Southern Miss,2022,-8.1
1972,Georgia Southern,2022,-8.1
1973,Georgia Tech,2022,-8.5
1974,Northwestern,2022,-8.7
1975,Rutgers,2022,-8.9
1976,Virginia Tech,2022,-9.0
1977,Buffalo,2022,-9.2
1978,Eastern Michigan,2022,-10.1
1979,Kent State,2022,-10.6
1980,Middle Tennessee,2022,-10.9
1981,Wyoming,2022,-11.1
1982,Boston College,2022,-11.7
1983,Miami (OH),2022,-12.7
1984,UNLV,2022,-12.7
1985,Utah State,2022,-13.2
1986,Temple,2022,-13.2
1987,Old Dominion,2022,-13.7
1988,Central Michigan,2022,-13.9
1989,UTEP,2022,-14.3
1990,Ball State,2022,-15.2
1991,Texas State,2022,-15.6
1992,Arkansas State,2022,-15.7
1993,South Florida,2022,-16.0
1994,UConn,2022,-16.6
1995,Western Michigan,2022,-16.7
1996,UL Monroe,2022,-17.0
1997,Bowling Green,2022,-17.1
1998,Northern Illinois,2022,-17.1
1999,Rice,2022,-17.2
2000,Louisiana Tech,2022,-18.9
2001,New Mexico State,2022,-19.7
2002,Colorado State,2022,-20.0
2003,Nevada,2022,-21.2
2004,Akron,2022,-21.4
2005,Colorado,2022,-21.5
2006,Charlotte,2022,-22.3
2007,New Mexico,2022,-24.8
2008,Hawai'i,2022,-24.8
2009,Florida International,2022,-30.1
2010,Massachusetts,2022,-30.4
2011,Michigan,2023,30.7
2012,Georgia,2023,30.1
2013,Oregon,2023,29.0
2014,Ohio State,2023,25.5
2015,Alabama,2023,23.0
2016,Texas,2023,23.0
2017,Penn State,2023,22.9
2018,Notre Dame,2023,21.5
2019,LSU,2023,20.2
2020,Washington,2023,19.6
2021,Missouri,2023,18.7
2022,Florida State,2023,18.4
2023,Kansas State,2023,18.4
2024,Oklahoma,2023,18.2
2025,Tennessee,2023,16.7
2026,Ole Miss,2023,16.5
2027,Texas A&M,2023,15.2
2028,Arizona,2023,14.9
2029,Oregon State,2023,13.9
2030,USC,2023,13.1
2031,Clemson,2023,11.6
2032,Louisville,2023,10.9
2033,Maryland,2023,10.7
2034,Kansas,2023,10.4
2035,Utah,2023,9.7
2036,Miami,2023,9.3
2037,UCLA,2023,9.1
2038,Kentucky,2023,9.1
2039,Duke,2023,9.1
2040,SMU,2023,8.8
2041,TCU,2023,8.5
2042,Auburn,2023,8.4
2043,Troy,2023,8.3
2044,James Madison,2023,8.3
2045,Iowa State,2023,8.2
2046,West Virginia,2023,7.7
2047,NC State,2023,7.5
2048,Wisconsin,2023,7.4
2049,North Carolina,2023,7.3
2050,Oklahoma State,2023,7.2
2051,Texas Tech,2023,7.1
2052,Liberty,2023,6.8
2053,Florida,2023,6.5
2054,Washington State,2023,6.2
2055,UCF,2023,5.2
2056,Virginia Tech,2023,5.2
2057,South Carolina,2023,5.1
2058,Iowa,2023,4.8
2059,Boise State,2023,4.6
2060,South Alabama,2023,3.6
2061,Rutgers,2023,3.5
2062,Air Force,2023,3.2
2063,California,2023,2.8
2064,Memphis,2023,2.4
2065,UTSA,2023,2.2
2066,Georgia Tech,2023,2.1
2067,Tulane,2023,2.0
2068,Arkansas,2023,2.0
2069,App State,2023,0.9
2070,Fresno State,2023,0.7
2071,Toledo,2023,0.7
2072,Nebraska,2023,0.6
2073,Northwestern,2023,0.5
2074,Mississippi State,2023,-0.2
2075,UNLV,2023,-0.8
2076,Illinois,2023,-1.0
2077,Minnesota,2023,-1.0
2078,Miami (OH),2023,-1.4
2079,San José State,2023,-1.6
2080,Colorado,2023,-1.8
2081,BYU,2023,-2.2
2082,Ohio,2023,-2.4
2083,Wyoming,2023,-2.5
2084,Purdue,2023,-2.8
2085,Louisiana,2023,-3.1
2086,Coastal Carolina,2023,-3.3
2087,Jacksonville State,2023,-3.4
2088,Western Kentucky,2023,-4.0
2089,Texas State,2023,-4.2
2090,Pittsburgh,2023,-4.2
2091,Boston College,2023,-4.5
2092,Wake Forest,2023,-4.6
2093,Syracuse,2023,-4.7
2094,New Mexico State,2023,-5.0
2095,Houston,2023,-5.0
2096,Baylor,2023,-5.5
2097,Indiana,2023,-5.6
2098,Cincinnati,2023,-5.8
2099,Virginia,2023,-6.1
2100,Bowling Green,2023,-6.6
2101,Georgia State,2023,-6.8
2102,Michigan State,2023,-6.9
2103,Marshall,2023,-7.4
2104,Georgia Southern,2023,-7.5
2105,Army,2023,-7.6
2106,Arizona State,2023,-7.7
2107,Arkansas State,2023,-8.1
2108,South Florida,2023,-8.3
2109,Northern Illinois,2023,-8.4
2110,Old Dominion,2023,-8.5
2111,Stanford,2023,-8.6
2112,Rice,2023,-9.3
2113,Middle Tennessee,2023,-9.3
2114,Florida Atlantic,2023,-9.5
2115,Vanderbilt,2023,-9.6
2116,North Texas,2023,-9.6
2117,Colorado State,2023,-9.8
2118,San Diego State,2023,-10.0
2119,Utah State,2023,-10.3
2120,East Carolina,2023,-12.6
2121,Navy,2023,-13.2
2122,Sam Houston,2023,-13.2
2123,UAB,2023,-13.4
2124,Louisiana Tech,2023,-14.1
2125,Buffalo,2023,-14.2
2126,Southern Miss,2023,-14.4
2127,Tulsa,2023,-15.1
2128,UTEP,2023,-15.4
2129,Ball State,2023,-15.7
2130,UConn,2023,-16.1
2131,Western Michigan,2023,-16.4
2132,Hawai'i,2023,-16.6
2133,Central Michigan,2023,-16.7
2134,New Mexico,2023,-16.8
2135,Eastern Michigan,2023,-17.5
2136,Charlotte,2023,-18.3
2137,Massachusetts,2023,-19.1
2138,Florida International,2023,-19.8
2139,UL Monroe,2023,-19.9
2140,Nevada,2023,-20.2
2141,Temple,2023,-20.8
2142,Akron,2023,-21.7
2143,Kent State,2023,-28.3
2144,Ohio State,2024,31.7
2145,Oregon,2024,25.5
2146,Texas,2024,24.9
2147,Notre Dame,2024,24.6
2148,Ole Miss,2024,24.6
2149,Penn State,2024,24.1
2150,Georgia,2024,22.6
2151,Alabama,2024,22.6
2152,Indiana,2024,20.4
2153,Tennessee,2024,20.0
2154,Miami,2024,18.8
2155,South Carolina,2024,16.5
2156,LSU,2024,15.9
2157,SMU,2024,15.8
2158,Texas A&M,2024,15.3
2159,Clemson,2024,14.6
2160,Louisville,2024,14.4
2161,BYU,2024,13.7
2162,USC,2024,13.6
2163,Iowa,2024,13.5
2164,Florida,2024,12.9
2165,Arizona State,2024,12.6
2166,Kansas State,2024,12.2
2167,Missouri,2024,11.9
2168,Michigan,2024,11.8
2169,Minnesota,2024,11.6
2170,Iowa State,2024,11.5
2171,Boise State,2024,10.4
2172,Colorado,2024,10.2
2173,Oklahoma,2024,10.1
2174,TCU,2024,9.6
2175,Virginia Tech,2024,9.4
2176,Baylor,2024,9.3
2177,Illinois,2024,8.6
2178,Nebraska,2024,8.5
2179,Auburn,2024,8.4
2180,Army,2024,8.4
2181,Arkansas,2024,8.0
2182,Kansas,2024,7.4
2183,Tulane,2024,7.0
2184,UNLV,2024,6.9
2185,Kentucky,2024,6.4
2186,Rutgers,2024,6.2
2187,Vanderbilt,2024,5.9
2188,Utah,2024,5.7
2189,Wisconsin,2024,5.7
2190,Washington,2024,5.6
2191,Texas Tech,2024,5.4
2192,Syracuse,2024,5.3
2193,Georgia Tech,2024,5.2
2194,Navy,2024,5.0
2195,UCF,2024,5.0
2196,Memphis,2024,4.6
2197,Texas State,2024,3.6
2198,Cincinnati,2024,3.3
2199,James Madison,2024,3.0
2200,California,2024,2.9
2201,Duke,2024,2.9
2202,Boston College,2024,2.8
2203,Pittsburgh,2024,2.5
2204,North Carolina,2024,2.2
2205,West Virginia,2024,1.3
2206,UCLA,2024,1.3
2207,Marshall,2024,1.0
2208,NC State,2024,0.7
2209,Ohio,2024,0.6
2210,Louisiana,2024,0.1
2211,Washington State,2024,-0.1
2212,Maryland,2024,-0.3
2213,South Alabama,2024,-1.1
2214,Miami (OH),2024,-1.3
2215,Bowling Green,2024,-2.7
2216,Virginia,2024,-2.8
2217,UConn,2024,-2.8
2218,Mississippi State,2024,-3.0
2219,Oklahoma State,2024,-3.0
2220,Michigan State,2024,-3.2
2221,Jacksonville State,2024,-3.4
2222,UTSA,2024,-3.4
2223,Arizona,2024,-3.6
2224,Northern Illinois,2024,-3.8
2225,Toledo,2024,-3.9
2226,Houston,2024,-4.2
2227,Florida State,2024,-4.2
2228,Old Dominion,2024,-4.4
2229,South Florida,2024,-4.7
2230,Georgia Southern,2024,-4.8
2231,East Carolina,2024,-4.9
2232,Fresno State,2024,-5.0
2233,Wake Forest,2024,-5.0
2234,Northwestern,2024,-5.7
2235,Liberty,2024,-5.9
2236,North Texas,2024,-6.0
2237,Stanford,2024,-6.3
2238,Western Kentucky,2024,-6.4
2239,San José State,2024,-6.8
2240,Buffalo,2024,-7.7
2241,Sam Houston,2024,-7.9
2242,Colorado State,2024,-8.0
2243,Coastal Carolina,2024,-8.3
2244,Oregon State,2024,-8.8
2245,App State,2024,-9.7
2246,Troy,2024,-10.0
2247,Western Michigan,2024,-10.3
2248,Rice,2024,-10.7
2249,Air Force,2024,-11.9
2250,Utah State,2024,-12.0
2251,Arkansas State,2024,-12.2
2252,Hawai'i,2024,-12.8
2253,Louisiana Tech,2024,-12.9
2254,Nevada,2024,-13.0
2255,Florida International,2024,-13.2
2256,New Mexico,2024,-13.4
2257,Eastern Michigan,2024,-13.5
2258,Charlotte,2024,-13.7
2259,Wyoming,2024,-13.7
2260,UAB,2024,-13.7
2261,UL Monroe,2024,-13.9
2262,Florida Atlantic,2024,-14.1
2263,Georgia State,2024,-14.1
2264,Purdue,2024,-15.0
2265,Akron,2024,-15.2
2266,San Diego State,2024,-16.9
2267,Central Michigan,2024,-17.0
2268,Temple,2024,-19.0
2269,Ball State,2024,-19.2
2270,Massachusetts,2024,-20.3
2271,UTEP,2024,-22.2
2272,New Mexico State,2024,-23.0
2273,Tulsa,2024,-24.5
2274,Middle Tennessee,2024,-25.0
2275,Kennesaw State,2024,-25.2
2276,Southern Miss,2024,-26.7
2277,Kent State,2024,-32.3
2278,Indiana,2025,33.2
2279,Ohio State,2025,29.9
2280,Oregon,2025,27.5
2281,Notre Dame,2025,26.8
2282,Texas Tech,2025,25.3
2283,Georgia,2025,22.9
2284,Miami,2025,22.7
2285,Utah,2025,21.8
2286,Ole Miss,2025,20.6
2287,Texas A&M,2025,20.0
2288,Vanderbilt,2025,19.0
2289,Alabama,2025,17.8
2290,Oklahoma,2025,17.7
2291,USC,2025,17.6
2292,Iowa,2025,17.6
2293,Washington,2025,17.1
2294,Penn State,2025,16.9
2295,Texas,2025,16.4
2296,BYU,2025,15.0
2297,Tennessee,2025,14.3
2298,Michigan,2025,13.5
2299,Missouri,2025,13.0
2300,Illinois,2025,12.4
2301,SMU,2025,11.8
2302,Arizona,2025,11.3
2303,Auburn,2025,11.3
2304,Louisville,2025,10.9
2305,South Florida,2025,10.3
2306,LSU,2025,9.8
2307,James Madison,2025,9.6
2308,North Texas,2025,9.6
2309,Florida State,2025,9.4
2310,Virginia,2025,9.4
2311,Clemson,2025,9.2
2312,TCU,2025,8.9
2313,Pittsburgh,2025,8.3
2314,Iowa State,2025,8.3
2315,Georgia Tech,2025,8.3
2316,Kansas State,2025,8.2
2317,South Carolina,2025,7.7
2318,Florida,2025,6.3
2319,Duke,2025,6.1
2320,NC State,2025,6.1
2321,Nebraska,2025,6.0
2322,Arizona State,2025,5.8
2323,Arkansas,2025,5.8
2324,Kansas,2025,5.5
2325,Houston,2025,5.4
2326,East Carolina,2025,5.0
2327,Northwestern,2025,4.9
2328,Old Dominion,2025,4.9
2329,Cincinnati,2025,4.5
2330,Wake Forest,2025,4.3
2331,Toledo,2025,4.2
2332,Tulane,2025,4.1
2333,Mississippi State,2025,3.9
2334,Memphis,2025,3.7
2335,Navy,2025,3.3
2336,San Diego State,2025,3.2
2337,Kentucky,2025,3.1
2338,Boise State,2025,3.1
2339,Washington State,2025,2.9
2340,Baylor,2025,2.5
2341,Rutgers,2025,1.1
2342,UTSA,2025,1.1
2343,Minnesota,2025,1.0
2344,Wisconsin,2025,0.6
2345,UNLV,2025,0.4
2346,Maryland,2025,-0.2
2347,Michigan State,2025,-0.7
2348,New Mexico,2025,-0.9
2349,Army,2025,-1.0
2350,UCF,2025,-1.2
2351,Texas State,2025,-1.4
2352,UConn,2025,-2.0
2353,Hawai'i,2025,-2.3
2354,Fresno State,2025,-2.6
2355,Western Michigan,2025,-2.7
2356,California,2025,-3.1
2357,Utah State,2025,-3.8
2358,Purdue,2025,-3.9
2359,UCLA,2025,-3.9
2360,Colorado,2025,-4.5
2361,Ohio,2025,-4.8
2362,Virginia Tech,2025,-4.8
2363,West Virginia,2025,-5.0
2364,Western Kentucky,2025,-5.3
2365,Louisiana Tech,2025,-5.5
2366,Miami (OH),2025,-6.2
2367,Air Force,2025,-6.3
2368,Boston College,2025,-6.4
2369,North Carolina,2025,-6.9
2370,Marshall,2025,-7.2
2371,Kennesaw State,2025,-7.5
2372,Stanford,2025,-7.5
2373,Troy,2025,-7.6
2374,Temple,2025,-8.1
2375,Southern Miss,2025,-9.2
2376,Syracuse,2025,-9.9
2377,Jacksonville State,2025,-10.7
2378,Liberty,2025,-10.7
2379,Central Michigan,2025,-11.0
2380,Arkansas State,2025,-11.2
2381,Wyoming,2025,-11.4
2382,Georgia Southern,2025,-11.6
2383,Florida International,2025,-12.1
2384,Louisiana,2025,-12.1
2385,Missouri State,2025,-12.3
2386,Florida Atlantic,2025,-12.3
2387,Buffalo,2025,-12.5
2388,Tulsa,2025,-12.7
2389,South Alabama,2025,-12.7
2390,San José State,2025,-13.2
2391,Delaware,2025,-13.3
2392,App State,2025,-13.4
2393,Colorado State,2025,-13.6
2394,Oklahoma State,2025,-13.6
2395,Oregon State,2025,-14.3
2396,Bowling Green,2025,-14.9
2397,Nevada,2025,-15.2
2398,Coastal Carolina,2025,-15.7
2399,Eastern Michigan,2025,-15.9
2400,Northern Illinois,2025,-16.3
2401,UAB,2025,-16.6
2402,New Mexico State,2025,-17.1
2403,Rice,2025,-17.2
2404,Middle Tennessee,2025,-17.7
2405,UTEP,2025,-18.2
2406,Akron,2025,-18.6
2407,Kent State,2025,-20.7
2408,Georgia State,2025,-21.3
2409,UL Monroe,2025,-21.4
2410,Ball State,2025,-22.2
2411,Charlotte,2025,-23.9
2412,Sam Houston,2025,-25.9
2413,Massachusetts,2025,-34.2
